meal_id,meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,image_url,calories_cat,protein_g_cat,carbs_g_cat,fat_g_cat,fiber_g_cat,sugar_g_cat,sodium_mg_cat,cholesterol_mg_cat
676,Southern Salad,Mexican,Dinner,Vegetarian,768,28.0,30.7,57.7,29.2,26.9,1049,186,273,Roasted,58,53,1.7,0,https://example.com/images/meal_676.jpg,medium,low,low,high,high,medium,medium,medium
677,Race Curry,Italian,Breakfast,Vegetarian,461,18.9,89.9,3.3,26.5,26.0,759,292,373,Raw,20,27,2.8,0,https://example.com/images/meal_677.jpg,low,low,medium,low,high,medium,low,high
678,Us Pasta,Italian,Breakfast,Vegan,112,73.8,15.9,51.4,11.6,1.1,1603,8,228,Boiled,33,29,3.0,0,https://example.com/images/meal_678.jpg,low,high,low,high,medium,low,medium,low
679,Explain Salad,Thai,Dinner,Low-Carb,995,54.9,22.1,16.3,16.2,1.8,2389,111,466,Grilled,21,58,1.5,0,https://example.com/images/meal_679.jpg,high,medium,low,low,medium,low,high,medium
680,Sound Curry,American,Dinner,Balanced,282,65.4,148.3,52.7,23.7,30.0,2116,215,268,Boiled,14,56,4.8,0,https://example.com/images/meal_680.jpg,low,high,high,high,high,medium,high,high
681,Wall Salad,Mediterranean,Lunch,Vegan,294,11.8,12.9,52.4,8.0,34.5,1560,185,370,Fried,35,88,4.5,0,https://example.com/images/meal_681.jpg,low,low,low,high,low,high,medium,medium
682,Doctor Sandwich,Mediterranean,Breakfast,Balanced,703,31.2,55.9,36.4,15.7,16.2,2088,82,101,Fried,50,111,3.8,0,https://example.com/images/meal_682.jpg,medium,medium,medium,medium,medium,medium,high,low
683,World Wrap,Japanese,Dinner,Vegan,337,74.1,121.2,17.2,23.2,44.1,930,195,252,Raw,41,19,3.8,0,https://example.com/images/meal_683.jpg,low,high,high,low,high,high,medium,medium
684,Agency Rice,Japanese,Breakfast,Low-Carb,585,42.1,23.6,46.1,20.2,37.4,2298,184,290,Baked,46,119,1.5,0,https://example.com/images/meal_684.jpg,medium,medium,low,high,medium,high,high,medium
685,Indicate Curry,Mexican,Breakfast,Balanced,984,39.3,80.1,23.8,15.2,34.9,345,156,148,Steamed,11,118,2.9,0,https://example.com/images/meal_685.jpg,high,medium,medium,medium,medium,high,low,medium
686,Allow Curry,Indian,Snack,Vegetarian,112,12.0,122.8,27.5,26.4,42.7,933,225,331,Fried,39,83,2.7,0,https://example.com/images/meal_686.jpg,low,low,high,medium,high,high,medium,high
687,Center Soup,Italian,Snack,Vegan,1094,48.8,46.9,16.4,3.9,17.4,1955,265,117,Roasted,45,18,4.2,0,https://example.com/images/meal_687.jpg,high,medium,low,low,low,medium,high,high
688,Trip Sandwich,Mexican,Lunch,Vegan,193,47.6,65.7,43.8,22.4,10.8,1166,0,499,Steamed,43,22,1.6,0,https://example.com/images/meal_688.jpg,low,medium,medium,high,high,low,medium,low
689,Hot Stew,Mexican,Lunch,Low-Carb,1137,54.3,28.8,29.9,18.0,8.1,1823,231,134,Baked,27,103,2.1,0,https://example.com/images/meal_689.jpg,high,medium,low,medium,medium,low,high,high
690,Executive Curry,Thai,Dinner,Balanced,942,34.9,129.1,47.3,15.1,32.3,340,119,251,Fried,60,60,4.9,0,https://example.com/images/meal_690.jpg,high,medium,high,high,medium,medium,low,medium
691,Us Salad,American,Snack,Keto,132,31.4,38.2,23.4,13.9,23.5,674,39,139,Roasted,56,115,2.2,0,https://example.com/images/meal_691.jpg,low,medium,low,medium,medium,medium,low,low
692,Consumer Salad,Indian,Snack,Balanced,602,75.4,11.7,43.9,26.0,4.6,359,281,160,Fried,8,66,4.2,0,https://example.com/images/meal_692.jpg,medium,high,low,high,high,low,low,high
693,Person Wrap,Chinese,Lunch,Vegetarian,125,28.1,102.8,27.6,1.1,16.1,2303,52,324,Roasted,21,60,3.8,0,https://example.com/images/meal_693.jpg,low,low,high,medium,low,medium,high,low
694,He Rice,Chinese,Lunch,Vegan,457,48.1,77.9,55.6,23.2,26.6,1726,7,142,Raw,39,16,1.2,0,https://example.com/images/meal_694.jpg,low,medium,medium,high,high,medium,high,low
695,Sense Salad,Japanese,Lunch,Low-Carb,382,64.7,116.0,15.3,9.2,33.0,623,16,271,Steamed,55,107,5.0,0,https://example.com/images/meal_695.jpg,low,high,high,low,low,high,low,low
696,Thought Pasta,Thai,Dinner,Keto,1100,7.5,89.1,19.4,28.5,16.7,2215,207,223,Roasted,31,82,3.2,0,https://example.com/images/meal_696.jpg,high,low,medium,low,high,medium,high,high
697,Always Salad,Indian,Snack,Vegan,477,64.1,118.9,49.5,28.9,4.0,917,18,476,Roasted,54,92,4.4,0,https://example.com/images/meal_697.jpg,medium,high,high,high,high,low,medium,low
698,Agree Wrap,Indian,Dinner,Low-Carb,705,53.6,133.5,59.8,20.0,20.5,1868,237,236,Roasted,30,12,3.5,0,https://example.com/images/meal_698.jpg,medium,medium,high,high,medium,medium,high,high
699,Nature Sandwich,American,Lunch,Keto,924,11.7,20.3,57.1,2.2,42.1,1756,52,394,Steamed,28,108,1.7,0,https://example.com/images/meal_699.jpg,high,low,low,high,low,high,high,low
700,Small Stew,Indian,Lunch,Keto,430,5.4,141.2,20.2,7.4,46.9,2048,218,255,Steamed,36,52,3.9,0,https://example.com/images/meal_700.jpg,low,low,high,medium,low,high,high,high
701,To Sandwich,American,Snack,Balanced,865,47.2,32.0,52.2,3.0,3.9,1252,109,443,Fried,32,45,3.6,0,https://example.com/images/meal_701.jpg,high,medium,low,high,low,low,medium,medium
702,Factor Wrap,Indian,Dinner,Low-Carb,213,58.1,9.2,52.0,1.9,33.8,1248,54,291,Steamed,6,91,2.4,0,https://example.com/images/meal_702.jpg,low,high,low,high,low,high,medium,low
703,Treatment Wrap,Mexican,Lunch,Low-Carb,1048,34.3,90.1,9.0,10.6,5.8,1178,72,187,Raw,11,27,1.7,0,https://example.com/images/meal_703.jpg,high,medium,medium,low,medium,low,medium,low
704,Party Pasta,Thai,Snack,Vegan,526,66.9,122.1,3.6,26.4,43.5,250,108,302,Boiled,21,78,2.8,0,https://example.com/images/meal_704.jpg,medium,high,high,low,high,high,low,medium
705,Skin Pasta,Mexican,Breakfast,Paleo,641,13.4,96.4,59.6,23.0,41.4,1086,145,488,Raw,43,111,1.1,0,https://example.com/images/meal_705.jpg,medium,low,medium,high,high,high,medium,medium
706,Society Rice,Thai,Breakfast,Paleo,850,12.5,71.8,11.4,4.2,11.3,2256,72,265,Roasted,13,39,2.6,0,https://example.com/images/meal_706.jpg,high,low,medium,low,low,low,high,low
707,Decide Curry,Japanese,Dinner,Vegan,734,25.3,58.2,3.3,15.0,48.8,1479,210,152,Boiled,52,74,4.1,0,https://example.com/images/meal_707.jpg,medium,low,medium,low,medium,high,medium,high
708,Near Sandwich,Mediterranean,Snack,Balanced,437,23.6,3.4,2.7,10.7,37.7,1918,144,427,Baked,18,9,1.5,0,https://example.com/images/meal_708.jpg,low,low,low,low,medium,high,high,medium
709,Parent Sandwich,Mexican,Snack,Balanced,451,43.8,73.4,40.9,12.0,38.8,870,30,383,Raw,18,16,2.9,0,https://example.com/images/meal_709.jpg,low,medium,medium,high,medium,high,medium,low
710,Congress Wrap,American,Snack,Balanced,176,30.6,44.4,58.0,1.2,32.4,1566,17,389,Baked,44,114,2.9,0,https://example.com/images/meal_710.jpg,low,low,low,high,low,medium,medium,low
711,Be Wrap,Italian,Snack,Paleo,383,69.7,110.6,15.6,25.8,39.8,1813,189,232,Grilled,39,73,1.0,0,https://example.com/images/meal_711.jpg,low,high,high,low,high,high,high,medium
712,Democrat Stew,Indian,Lunch,Vegan,447,71.3,94.2,41.8,11.6,44.3,1593,201,500,Fried,14,117,2.6,0,https://example.com/images/meal_712.jpg,low,high,medium,high,medium,high,medium,medium
713,Entire Stew,American,Lunch,Low-Carb,835,25.8,77.9,47.7,6.5,30.1,87,213,240,Boiled,10,117,2.9,0,https://example.com/images/meal_713.jpg,medium,low,medium,high,low,medium,low,high
714,Remain Curry,American,Dinner,Vegetarian,291,7.3,102.3,57.0,19.6,39.2,853,136,428,Fried,41,16,1.5,0,https://example.com/images/meal_714.jpg,low,low,high,high,medium,high,medium,medium
715,Activity Sandwich,Chinese,Lunch,Vegetarian,444,59.6,48.3,36.8,22.6,25.0,1889,213,237,Boiled,19,51,3.6,0,https://example.com/images/meal_715.jpg,low,high,low,medium,high,medium,high,high
716,Million Pasta,Japanese,Snack,Vegetarian,611,79.4,111.1,44.8,0.6,9.0,1712,59,317,Steamed,32,78,2.1,0,https://example.com/images/meal_716.jpg,medium,high,high,high,low,low,high,low
717,Item Rice,Italian,Lunch,Low-Carb,341,37.6,141.7,45.1,19.2,45.4,589,40,231,Fried,14,9,3.7,0,https://example.com/images/meal_717.jpg,low,medium,high,high,medium,high,low,low
718,Perhaps Wrap,American,Dinner,Low-Carb,398,7.5,6.8,2.8,29.4,10.5,2328,25,439,Raw,27,32,2.4,1,https://example.com/images/meal_718.jpg,low,low,low,low,high,low,high,low
719,Hour Curry,American,Snack,Keto,913,52.5,136.7,25.6,22.0,16.0,1493,281,494,Roasted,51,55,4.1,0,https://example.com/images/meal_719.jpg,high,medium,high,medium,high,low,medium,high
720,Six Sandwich,American,Dinner,Paleo,216,65.3,99.6,52.3,27.7,37.4,483,41,189,Baked,46,23,2.0,0,https://example.com/images/meal_720.jpg,low,high,medium,high,high,high,low,low
721,Moment Wrap,Thai,Snack,Balanced,880,14.2,84.2,0.2,13.4,38.4,505,217,399,Grilled,50,114,4.8,0,https://example.com/images/meal_721.jpg,high,low,medium,low,medium,high,low,high
722,System Rice,Japanese,Lunch,Vegetarian,698,79.2,25.6,13.5,0.5,12.3,178,214,403,Roasted,7,6,4.4,1,https://example.com/images/meal_722.jpg,medium,high,low,low,low,low,low,high
723,Ask Pasta,Mediterranean,Snack,Low-Carb,1015,39.0,126.7,16.6,28.7,39.7,2142,285,287,Baked,60,13,4.5,0,https://example.com/images/meal_723.jpg,high,medium,high,low,high,high,high,high
724,Close Pasta,Mexican,Dinner,Low-Carb,306,72.5,34.0,57.3,5.9,29.9,1954,145,297,Fried,48,108,4.7,0,https://example.com/images/meal_724.jpg,low,high,low,high,low,medium,high,medium
725,For Soup,Mediterranean,Breakfast,Keto,1100,46.7,135.6,18.9,23.8,4.0,396,55,407,Boiled,53,91,2.5,0,https://example.com/images/meal_725.jpg,high,medium,high,low,high,low,low,low
726,Own Salad,Thai,Lunch,Vegan,351,44.3,39.3,35.1,1.5,4.3,1853,239,484,Fried,52,52,3.8,0,https://example.com/images/meal_726.jpg,low,medium,low,medium,low,low,high,high
727,Expert Curry,American,Dinner,Balanced,820,43.9,126.6,5.2,14.7,46.9,426,109,147,Raw,50,77,2.7,0,https://example.com/images/meal_727.jpg,medium,medium,high,low,medium,high,low,medium
728,Sound Soup,American,Breakfast,Low-Carb,125,49.3,18.4,21.6,19.7,41.7,1927,41,225,Roasted,42,87,2.8,0,https://example.com/images/meal_728.jpg,low,medium,low,medium,medium,high,high,low
729,Live Sandwich,Mexican,Breakfast,Vegan,602,51.5,94.9,22.6,25.6,17.6,2438,219,231,Fried,14,92,2.3,1,https://example.com/images/meal_729.jpg,medium,medium,medium,medium,high,medium,high,high
730,Single Soup,Indian,Breakfast,Low-Carb,914,69.9,12.8,39.8,3.0,45.4,1712,56,464,Baked,7,44,2.6,0,https://example.com/images/meal_730.jpg,high,high,low,medium,low,high,high,low
731,Determine Salad,American,Lunch,Balanced,150,78.4,143.7,56.1,18.1,9.8,1397,251,267,Roasted,57,5,2.1,0,https://example.com/images/meal_731.jpg,low,high,high,high,medium,low,medium,high
732,Enough Salad,Indian,Snack,Paleo,609,60.7,84.0,19.4,27.7,18.7,1555,0,213,Roasted,46,62,4.0,1,https://example.com/images/meal_732.jpg,medium,high,medium,low,high,medium,medium,low
733,Stand Pasta,Mediterranean,Lunch,Keto,314,37.2,46.0,39.8,14.0,46.1,212,78,399,Fried,12,88,1.5,0,https://example.com/images/meal_733.jpg,low,medium,low,medium,medium,high,low,low
734,Central Rice,Italian,Snack,Keto,1110,73.9,108.7,3.5,7.4,40.1,350,123,280,Fried,11,15,2.6,0,https://example.com/images/meal_734.jpg,high,high,high,low,low,high,low,medium
735,Contain Soup,Mediterranean,Lunch,Vegetarian,1176,48.0,97.2,18.9,10.4,43.7,2383,230,499,Boiled,32,25,4.9,0,https://example.com/images/meal_735.jpg,high,medium,medium,low,medium,high,high,high
736,Else Stew,Thai,Dinner,Vegetarian,123,76.9,29.0,12.2,26.2,21.0,1450,203,169,Fried,56,80,3.2,0,https://example.com/images/meal_736.jpg,low,high,low,low,high,medium,medium,medium
737,For Salad,Mediterranean,Snack,Paleo,1052,38.1,123.2,30.3,0.2,39.6,1481,1,387,Grilled,47,86,4.8,0,https://example.com/images/meal_737.jpg,high,medium,high,medium,low,high,medium,low
738,Would Stew,Mediterranean,Dinner,Keto,464,63.7,143.6,0.6,8.8,34.7,2496,7,124,Roasted,5,77,1.8,0,https://example.com/images/meal_738.jpg,low,high,high,low,low,high,high,low
739,According Rice,Italian,Dinner,Vegetarian,1049,47.8,39.6,0.6,5.1,47.5,90,37,373,Baked,33,91,2.1,0,https://example.com/images/meal_739.jpg,high,medium,low,low,low,high,low,low
740,Series Rice,Mediterranean,Dinner,Vegan,259,35.6,90.3,2.4,21.7,38.0,1295,251,182,Roasted,50,65,1.4,0,https://example.com/images/meal_740.jpg,low,medium,medium,low,high,high,medium,high
741,Everybody Curry,Japanese,Breakfast,Balanced,702,72.4,57.8,10.6,14.7,40.3,1489,3,182,Boiled,45,91,1.4,0,https://example.com/images/meal_741.jpg,medium,high,medium,low,medium,high,medium,low
742,Way Pasta,Mediterranean,Breakfast,Keto,177,75.6,125.6,40.2,20.3,1.4,1489,166,339,Fried,15,12,1.6,0,https://example.com/images/meal_742.jpg,low,high,high,medium,medium,low,medium,medium
743,Interesting Pasta,American,Breakfast,Balanced,992,10.4,21.3,57.2,8.6,23.9,1777,15,219,Fried,28,80,1.6,0,https://example.com/images/meal_743.jpg,high,low,low,high,low,medium,high,low
744,Operation Sandwich,Chinese,Breakfast,Low-Carb,255,15.6,137.7,46.8,15.3,35.2,1594,180,203,Boiled,35,29,3.6,0,https://example.com/images/meal_744.jpg,low,low,high,high,medium,high,medium,medium
745,Others Wrap,Thai,Lunch,Balanced,843,28.7,116.8,30.4,18.8,34.4,1206,251,360,Steamed,30,15,3.1,0,https://example.com/images/meal_745.jpg,high,low,high,medium,medium,high,medium,high
746,Charge Sandwich,Mediterranean,Snack,Vegan,774,55.6,3.0,31.8,17.4,2.9,1397,149,207,Steamed,35,21,4.7,0,https://example.com/images/meal_746.jpg,medium,medium,low,medium,medium,low,medium,medium
747,Room Salad,Mexican,Snack,Low-Carb,1163,20.0,35.6,52.5,15.6,18.0,1942,125,383,Steamed,42,43,4.2,0,https://example.com/images/meal_747.jpg,high,low,low,high,medium,medium,high,medium
748,Develop Sandwich,Indian,Snack,Paleo,332,69.9,7.5,10.3,26.5,15.4,2265,31,375,Baked,46,84,3.7,1,https://example.com/images/meal_748.jpg,low,high,low,low,high,low,high,low
749,Role Soup,Japanese,Snack,Low-Carb,669,59.9,91.7,17.9,19.0,17.0,764,44,369,Steamed,27,10,3.3,1,https://example.com/images/meal_749.jpg,medium,high,medium,low,medium,medium,low,low
750,Lawyer Soup,Italian,Dinner,Keto,1062,33.8,135.0,21.8,8.8,17.7,127,180,288,Fried,10,97,1.5,0,https://example.com/images/meal_750.jpg,high,medium,high,medium,low,medium,low,medium
751,Size Stew,Mediterranean,Snack,Vegetarian,265,49.6,55.7,47.9,20.5,4.9,1531,218,301,Raw,17,11,3.2,0,https://example.com/images/meal_751.jpg,low,medium,medium,high,high,low,medium,high
752,Crime Pasta,Chinese,Lunch,Balanced,835,55.3,95.9,7.9,21.1,6.0,314,217,213,Fried,10,99,3.1,0,https://example.com/images/meal_752.jpg,medium,medium,medium,low,high,low,low,high
753,Professor Curry,American,Breakfast,Keto,1077,74.4,24.5,34.5,2.1,10.0,655,95,183,Fried,42,23,2.3,0,https://example.com/images/meal_753.jpg,high,high,low,medium,low,low,low,low
754,Nature Curry,Indian,Breakfast,Paleo,755,10.0,19.9,24.8,8.5,20.7,576,249,389,Boiled,42,33,2.5,0,https://example.com/images/meal_754.jpg,medium,low,low,medium,low,medium,low,high
755,Popular Pasta,Indian,Lunch,Vegan,908,48.0,56.9,15.0,17.9,48.6,2079,127,365,Boiled,9,95,4.0,0,https://example.com/images/meal_755.jpg,high,medium,medium,low,medium,high,high,medium
756,Audience Pasta,Chinese,Breakfast,Balanced,334,44.6,43.5,5.0,13.3,33.8,2209,58,106,Baked,46,9,1.1,0,https://example.com/images/meal_756.jpg,low,medium,low,low,medium,high,high,low
757,Decade Wrap,Italian,Snack,Balanced,1022,71.2,127.8,49.8,7.0,16.6,2026,72,416,Raw,30,37,2.4,0,https://example.com/images/meal_757.jpg,high,high,high,high,low,medium,high,low
758,Identify Sandwich,Thai,Snack,Vegetarian,541,10.3,27.2,26.2,13.5,30.9,1996,153,461,Boiled,45,101,1.3,0,https://example.com/images/meal_758.jpg,medium,low,low,medium,medium,medium,high,medium
759,Beyond Stew,Mediterranean,Snack,Low-Carb,364,58.4,144.9,25.7,23.5,9.5,1175,32,163,Raw,50,38,4.4,0,https://example.com/images/meal_759.jpg,low,high,high,medium,high,low,medium,low
760,Lose Curry,Mediterranean,Snack,Vegan,931,67.8,75.9,2.6,12.5,22.1,1704,184,274,Grilled,38,19,4.4,0,https://example.com/images/meal_760.jpg,high,high,medium,low,medium,medium,high,medium
761,Enjoy Salad,Japanese,Lunch,Vegetarian,1152,10.9,124.6,40.4,14.0,0.3,1433,252,108,Boiled,6,99,3.2,0,https://example.com/images/meal_761.jpg,high,low,high,medium,medium,low,medium,high
762,General Stew,American,Snack,Balanced,849,15.5,54.9,50.1,29.3,26.2,908,77,472,Grilled,15,48,1.2,0,https://example.com/images/meal_762.jpg,high,low,medium,high,high,medium,medium,low
763,Clearly Curry,Mexican,Dinner,Low-Carb,852,7.7,63.0,32.9,27.2,34.9,331,135,163,Grilled,13,85,1.6,0,https://example.com/images/meal_763.jpg,high,low,medium,medium,high,high,low,medium
764,Take Pasta,Indian,Breakfast,Vegan,1081,5.9,9.1,56.0,12.0,28.8,1027,47,230,Boiled,20,104,3.8,0,https://example.com/images/meal_764.jpg,high,low,low,high,medium,medium,medium,low
765,Health Curry,Thai,Snack,Paleo,119,40.2,68.2,37.1,23.4,6.8,258,77,468,Boiled,49,36,5.0,0,https://example.com/images/meal_765.jpg,low,medium,medium,medium,high,low,low,low
766,Remain Curry,Mediterranean,Lunch,Vegetarian,527,35.1,129.0,34.9,6.5,37.8,1531,157,129,Grilled,7,113,3.3,0,https://example.com/images/meal_766.jpg,medium,medium,high,medium,low,high,medium,medium
767,Analysis Curry,Thai,Dinner,Keto,543,29.9,67.3,28.0,23.1,36.0,644,139,219,Boiled,56,42,3.1,0,https://example.com/images/meal_767.jpg,medium,low,medium,medium,high,high,low,medium
768,Soldier Wrap,Japanese,Dinner,Balanced,725,78.9,30.2,3.2,17.1,11.0,1943,268,367,Baked,26,24,1.6,0,https://example.com/images/meal_768.jpg,medium,high,low,low,medium,low,high,high
769,Out Salad,Japanese,Dinner,Low-Carb,926,59.1,127.4,42.6,2.5,26.1,766,123,107,Raw,40,115,4.1,0,https://example.com/images/meal_769.jpg,high,high,high,high,low,medium,low,medium
770,Surface Curry,Italian,Breakfast,Vegetarian,458,11.7,38.4,8.9,2.7,35.6,125,246,472,Baked,37,75,3.9,0,https://example.com/images/meal_770.jpg,low,low,low,low,low,high,low,high
771,Free Soup,Indian,Lunch,Balanced,202,79.8,142.4,50.8,12.8,29.6,2427,280,496,Boiled,40,72,2.6,0,https://example.com/images/meal_771.jpg,low,high,high,high,medium,medium,high,high
772,Newspaper Soup,Mediterranean,Dinner,Balanced,488,8.5,29.3,21.9,16.3,30.7,1793,254,289,Roasted,28,81,3.3,0,https://example.com/images/meal_772.jpg,medium,low,low,medium,medium,medium,high,high
773,Deep Pasta,Thai,Breakfast,Paleo,1153,48.8,137.1,0.3,24.0,16.2,2312,152,471,Boiled,15,28,2.5,0,https://example.com/images/meal_773.jpg,high,medium,high,low,high,medium,high,medium
774,Wish Stew,Mexican,Breakfast,Low-Carb,675,52.1,129.7,21.6,30.0,7.9,203,60,481,Grilled,58,45,3.8,1,https://example.com/images/meal_774.jpg,medium,medium,high,medium,high,low,low,low
775,Book Pasta,Indian,Dinner,Balanced,829,17.1,38.4,45.0,14.7,18.9,774,26,379,Roasted,13,87,4.4,0,https://example.com/images/meal_775.jpg,medium,low,low,high,medium,medium,low,low
776,Likely Rice,Mexican,Snack,Paleo,1156,60.4,84.7,3.7,7.0,47.9,1606,113,499,Steamed,30,36,2.0,0,https://example.com/images/meal_776.jpg,high,high,medium,low,low,high,medium,medium
777,Glass Pasta,Japanese,Lunch,Vegan,1167,37.6,73.3,5.1,4.5,11.9,867,133,382,Boiled,47,73,1.9,0,https://example.com/images/meal_777.jpg,high,medium,medium,low,low,low,medium,medium
778,Itself Salad,Japanese,Lunch,Paleo,395,63.6,114.0,0.8,7.3,4.0,247,28,492,Grilled,20,68,4.2,1,https://example.com/images/meal_778.jpg,low,high,high,low,low,low,low,low
779,Court Stew,Thai,Snack,Vegan,819,9.6,19.7,4.3,24.6,45.8,723,189,193,Baked,54,55,4.8,0,https://example.com/images/meal_779.jpg,medium,low,low,low,high,high,low,medium
780,Central Stew,Chinese,Breakfast,Vegetarian,1181,66.9,1.2,32.3,22.0,15.9,364,59,361,Grilled,40,117,1.2,0,https://example.com/images/meal_780.jpg,high,high,low,medium,high,low,low,low
781,Allow Rice,Thai,Lunch,Paleo,881,39.3,32.1,50.6,20.4,33.8,349,242,396,Baked,50,85,3.7,0,https://example.com/images/meal_781.jpg,high,medium,low,high,medium,high,low,high
782,Especially Salad,Italian,Dinner,Vegan,1166,79.1,29.8,8.5,28.0,8.1,334,237,289,Boiled,38,75,1.9,0,https://example.com/images/meal_782.jpg,high,high,low,low,high,low,low,high
783,Member Curry,Chinese,Breakfast,Vegetarian,399,15.5,126.4,5.3,25.8,14.8,1826,226,336,Grilled,10,69,2.7,1,https://example.com/images/meal_783.jpg,low,low,high,low,high,low,high,high
784,Structure Pasta,Thai,Breakfast,Low-Carb,241,73.7,53.1,28.4,23.3,0.8,700,94,204,Boiled,49,82,4.5,0,https://example.com/images/meal_784.jpg,low,high,medium,medium,high,low,low,low
785,Family Stew,Mexican,Lunch,Vegetarian,180,45.6,19.7,49.0,7.4,36.9,1186,196,216,Boiled,57,5,1.6,0,https://example.com/images/meal_785.jpg,low,medium,low,high,low,high,medium,medium
786,Fish Sandwich,Japanese,Lunch,Keto,793,16.2,71.1,20.1,19.4,18.6,1418,233,401,Baked,46,94,3.6,0,https://example.com/images/meal_786.jpg,medium,low,medium,medium,medium,medium,medium,high
787,Increase Wrap,Chinese,Dinner,Balanced,977,32.2,108.7,49.5,28.3,37.2,1336,184,296,Fried,53,80,3.7,0,https://example.com/images/meal_787.jpg,high,medium,high,high,high,high,medium,medium
788,Consider Pasta,Mediterranean,Dinner,Low-Carb,493,15.5,62.6,26.1,9.7,43.0,2076,3,396,Raw,6,48,2.4,0,https://example.com/images/meal_788.jpg,medium,low,medium,medium,low,high,high,low
789,Local Stew,Italian,Snack,Keto,827,10.8,80.0,51.6,22.0,35.6,394,288,385,Roasted,7,19,3.6,0,https://example.com/images/meal_789.jpg,medium,low,medium,high,high,high,low,high
